ID,timestamp,latitude,longitude,temperature,humidity
1,1418063580,-37.8148084,144.980999,25.16,36.47
2,1418064180,-37.8148084,144.980999,24.83,35.52
3,1418064780,-37.8148084,144.980999,24.83,35.68
4,1418065380,-37.8148084,144.980999,24.83,35.84
5,1418066040,-37.8148084,144.980999,24.83,35.99
6,1418066640,-37.8148084,144.980999,24.51,36.15
7,1418067240,-37.8148084,144.980999,24.19,36.15
8,1418067840,-37.8148084,144.980999,24.19,35.99
9,1418068500,-37.8148084,144.980999,24.19,36.15
10,1418069100,-37.8148084,144.980999,24.19,36.62
11,1418069700,-37.8148084,144.980999,23.87,36.15
12,1418070360,-37.8148084,144.980999,23.87,36.31
13,1418070960,-37.8148084,144.980999,23.87,36.31
14,1418071560,-37.8148084,144.980999,23.87,36.31
15,1418072160,-37.8148084,144.980999,23.87,36.15
16,1418072820,-37.8148084,144.980999,23.54,36.94
17,1418073420,-37.8148084,144.980999,23.54,36.78
18,1418074020,-37.8148084,144.980999,23.22,36.78
19,1418074620,-37.8148084,144.980999,22.9,37.57
20,1418075280,-37.8148084,144.980999,,38.04
21,1418075880,-37.8148084,144.980999,22.58,38.04
22,1418076480,-37.8148084,144.980999,22.58,38.2
23,1418077080,-37.8148084,144.980999,22.58,38.04
24,1418077740,-37.8148084,144.980999,22.9,38.2
25,1418078340,-37.8148084,144.980999,23.22,37.73
26,1418078940,-37.8148084,144.980999,23.54,37.57
27,1418079600,-37.8148084,144.980999,23.54,37.41
28,1418080200,-37.8148084,144.980999,23.87,37.1
29,1418080800,-37.8148084,144.980999,23.54,37.1
30,1418081400,-37.8148084,144.980999,23.54,37.25
31,1418082060,-37.8148084,144.980999,23.22,37.73
32,1418082660,-37.8148084,144.980999,23.54,37.41
33,1418083260,-37.8148084,144.980999,23.54,37.25
34,1418083860,-37.8148084,144.980999,23.22,38.36
35,1418084520,-37.8148084,144.980999,22.9,38.2
36,1418085120,-37.8148084,144.980999,22.58,38.67
37,1418085720,-37.8148084,144.980999,22.58,39.15
38,1418086320,-37.8148084,144.980999,22.9,38.83
39,1418086980,-37.8148084,144.980999,22.9,39.15
40,1418087580,-37.8148084,144.980999,23.22,38.36
41,1418088180,-37.8148084,144.980999,23.22,38.52
42,1418088840,-37.8148084,144.980999,23.22,38.67
43,1418089440,-37.8148084,144.980999,22.58,39.46
44,1418090040,-37.8148084,144.980999,22.9,38.99
45,1418090640,-37.8148084,144.980999,22.9,39.15
46,1418091300,-37.8148084,144.980999,22.58,38.99
47,1418091900,-37.8148084,144.980999,22.9,38.99
48,1418092500,-37.8148084,144.980999,23.22,38.52
49,1418093100,-37.8148084,144.980999,23.54,37.57
50,1418093760,-37.8148084,144.980999,23.87,37.25
51,1418094360,-37.8148084,144.980999,24.19,37.41
52,1418094960,-37.8148084,144.980999,24.19,37.1
53,1418095560,-37.8148084,144.980999,24.19,36.94
54,1418096220,-37.8148084,144.980999,23.87,37.1
55,1418096820,-37.8148084,144.980999,23.87,37.1
56,1418097420,-37.8148084,144.980999,23.87,
57,1418098080,-37.8148084,144.980999,23.87,37.1
58,1418098680,-37.8148084,144.980999,23.87,36.94
59,1418099280,-37.8148084,144.980999,23.87,36.94
60,1418099880,-37.8148084,144.980999,23.87,37.25
61,1418100540,-37.8148084,144.980999,23.87,37.25
62,1418101140,-37.8148084,144.980999,23.87,37.1
63,1418101740,-37.8148084,144.980999,23.54,36.78
64,1418102340,-37.8148084,144.980999,23.54,37.1
65,1418103000,-37.8148084,144.980999,23.54,37.1
66,1418103600,-37.8148084,144.980999,23.54,37.25
67,1418104200,-37.8148084,144.980999,23.54,
68,1418104800,-37.8148084,144.980999,23.54,37.25
69,1418105460,-37.8148084,144.980999,23.54,37.1
70,1418106060,-37.8148084,144.980999,23.54,36.94
71,1418106660,-37.8148084,144.980999,23.22,36.78
72,1418107320,-37.8148084,144.980999,23.22,37.1
73,1418107920,-37.8148084,144.980999,23.22,36.78
74,1418108520,-37.8148084,144.980999,23.22,37.1
75,1418109120,-37.8148084,144.980999,23.22,37.1
76,1418109780,-37.8148084,144.980999,23.22,36.78
77,1418110380,-37.8148084,144.980999,23.22,36.78
78,1418110980,-37.8148084,144.980999,23.22,36.94
79,1418111580,-37.8148084,144.980999,23.22,36.78
80,1418112240,-37.8148084,144.980999,23.22,37.25
81,1418112840,-37.8148084,144.980999,23.22,37.25
82,1418113440,-37.8148084,144.980999,23.22,36.94
83,1418114040,-37.8148084,144.980999,22.9,36.94
84,1418114700,-37.8148084,144.980999,22.9,37.1
85,1418115300,-37.8148084,144.980999,22.9,37.25
86,1418115900,-37.8148084,144.980999,22.9,37.25
87,1418116560,-37.8148084,144.980999,22.9,36.78
88,1418117160,-37.8148084,144.980999,22.9,36.94
